"匿名答卷编号","提交时间（北京时间）","答卷综合得分率（%）","题号","题目编号","题目标题","素材模态","能力类型","选项形式","题目分值","本题候选情绪","用户选择情绪","用户情绪强度","标准情绪","标准情绪强度","是否看过素材","作答状态","标签得分率（%）","强度得分率（%）","单题综合得分率（%）","单题实得分","作答用时（秒）","修改次数"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","11","ITEM-00063","110","图像","情绪识别","多选题","4.50","怨恨｜好奇｜失望｜释然｜愉悦｜惊喜｜嫉妒｜共情痛苦｜轻松｜痛苦","愉悦","4","轻松｜愉悦","5｜4","是","已作答","66.67","50.00","60.00","2.70","19.00","3"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","12","ITEM-00104","23","文本","情绪推理","单选题","3.50","渴望｜爱｜兴奋｜自满｜希望｜蔑视｜自豪｜烦躁｜羞耻｜困惑","兴奋","5","兴奋","5","否","已作答","100.00","100.00","100.00","3.50","28.84","3"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","13","ITEM-00023","55","视频","情绪识别","单选题","3.50","审美欣赏｜厌倦｜渴望｜惊喜｜敌意｜焦虑｜怀旧｜嫉妒｜困惑｜快乐","困惑","5","敌意","4","是","已作答","0.00","0.00","0.00","0.00","36.61","6"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","14","ITEM-00150","86","视频","情绪推理","多选题","4.50","绝望｜兴奋｜崇拜｜满足｜委屈｜惊讶｜平静｜快乐｜自豪｜自满","惊讶","4","满足｜快乐","4｜3","否","已作答","0.00","0.00","0.00","0.00","27.77","3"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","15","ITEM-00090","56","音频","情绪识别","多选题","4.50","恐惧｜怨恨｜感动｜失望｜满足｜感激｜厌恶｜共情痛苦｜焦虑｜不屑","怨恨｜失望","5｜4","怨恨｜失望","5｜5","否","已作答","100.00","87.50","95.00","4.28","23.67","5"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","16","ITEM-00013","27","图像","情绪识别","单选题","3.50","兴趣｜平静｜满足｜委屈｜愤怒｜愁闷｜释然｜自满｜怀旧｜绝望","愤怒","5","愤怒","5","否","已作答","100.00","100.00","100.00","3.50","6.89","3"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","17","ITEM-00039","52","文本","情绪识别","单选题","3.50","紧张｜震惊｜烦躁｜担忧｜惊讶｜厌倦｜不屑｜愉悦｜怀旧｜痛苦","痛苦","5","痛苦","4","否","已作答","100.00","75.00","90.00","3.15","18.95","4"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","18","ITEM-00094","88","音频","情绪识别","多选题","4.50","兴趣｜敌意｜渴望｜快乐｜惊讶｜抑郁｜好奇｜委屈｜遗憾｜担忧","兴趣｜好奇","4｜5","渴望｜兴趣","4｜5","否","已作答","50.00","37.50","45.00","2.02","64.88","13"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","19","ITEM-00106","77","视频","情绪推理","单选题","3.50","兴趣｜快乐｜厌恶｜紧张｜厌倦｜悲伤｜愤怒｜恐惧｜共情痛苦｜失望","快乐","3","快乐","5","是","已作答","100.00","50.00","80.00","2.80","27.51","4"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","20","ITEM-00069","117","文本","情绪识别","多选题","4.50","爱｜困惑｜抑郁｜怀旧｜好奇｜感激｜痛苦｜失望｜羡慕｜愉悦","愉悦｜爱","5｜4","感激｜爱｜愉悦","4｜4｜5","否","已作答","80.00","66.67","74.67","3.36","20.44","5"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","21","ITEM-00141","67","文本","情绪推理","多选题","4.50","紧张｜烦躁｜遗憾｜感激｜痛苦｜惊讶｜愤怒｜委屈｜恐惧｜震惊","震惊｜烦躁｜愤怒","4｜3｜5","愤怒｜惊讶","4｜3","否","已作答","40.00","37.50","39.00","1.75","82.09","8"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","22","ITEM-00139","37","图像","情绪推理","多选题","4.50","敬畏｜愤怒｜愁闷｜失望｜满足｜自豪｜遗憾｜感动｜焦虑｜怀旧","敬畏｜愁闷","4｜5","焦虑｜敬畏","3｜4","否","已作答","50.00","50.00","50.00","2.25","30.86","9"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","23","ITEM-00097","82","文本","情绪识别","多选题","4.50","快乐｜厌倦｜愤怒｜羞耻｜希望｜兴趣｜痛苦｜轻松｜审美欣赏｜感激","希望｜轻松","4｜4","轻松｜快乐","4｜4","否","已作答","50.00","50.00","50.00","2.25","50.56","6"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","24","ITEM-00045","2","音频","情绪识别","单选题","3.50","释然｜绝望｜感激｜焦虑｜烦躁｜自满｜羞耻｜爱｜希望｜紧张","紧张","5","紧张","3","否","已作答","100.00","50.00","80.00","2.80","29.52","5"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","1","ITEM-00145","69","音频","情绪识别","多选题","4.50","委屈｜绝望｜感激｜羞耻｜冷静｜愤怒｜烦躁｜渴望｜满足｜震惊","愤怒","2","愤怒｜震惊","4｜3","否","已作答","66.67","25.00","50.00","2.25","61.31","5"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","2","ITEM-00045","2","音频","情绪识别","单选题","3.50","兴趣｜愁闷｜惊喜｜希望｜抑郁｜羞耻｜紧张｜自满｜怨恨｜敌意","愁闷","4","紧张","3","否","已作答","0.00","0.00","0.00","0.00","93.53","5"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","3","ITEM-00001","3","视频","情绪识别","单选题","3.50","内疚｜震惊｜尴尬｜敌意｜羞耻｜失望｜愉悦｜怀旧｜绝望｜悲伤","震惊","5","震惊","3","否","已作答","100.00","50.00","80.00","2.80","24.29","4"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","4","ITEM-00068","116","文本","情绪识别","多选题","4.50","恐惧｜惊讶｜不屑｜满足｜紧张｜厌恶｜兴趣｜轻松｜敌意｜焦虑","不屑｜敌意","5｜4","厌恶｜不屑","4｜4","否","已作答","50.00","37.50","45.00","2.02","58.63","6"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","5","ITEM-00127","87","视频","情绪识别","多选题","4.50","委屈｜感动｜恐惧｜同情｜希望｜悲伤｜蔑视｜震惊｜不屑｜感激","委屈｜同情｜悲伤｜震惊","4｜5｜4｜3","震惊｜蔑视｜同情","4｜4｜3","否","已作答","57.14","41.67","50.95","2.29","102.15","11"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","6","ITEM-00092","66","音频","情绪识别","多选题","4.50","冷静｜感激｜羡慕｜悲伤｜快乐｜内疚｜厌倦｜渴望｜痛苦｜愁闷","悲伤｜内疚｜痛苦","5｜5｜5","内疚｜痛苦｜悲伤","5｜5｜5","否","已作答","100.00","100.00","100.00","4.50","92.94","12"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","7","ITEM-00071","91","图像","情绪识别","多选题","4.50","怀旧｜兴趣｜失望｜愁闷｜震惊｜蔑视｜厌恶｜渴望｜怨恨｜好奇","失望｜愁闷","4｜2","失望｜震惊","5｜5","否","已作答","50.00","37.50","45.00","2.02","48.77","7"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","8","ITEM-00086","79","音频","情绪推理","多选题","4.50","轻松｜痛苦｜厌倦｜愤怒｜恐惧｜平静｜烦躁｜愁闷｜感动｜蔑视","厌倦｜烦躁｜蔑视","4｜5｜3","烦躁｜厌倦","4｜4","否","已作答","80.00","87.50","83.00","3.73","35.09","7"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","9","ITEM-00069","117","文本","情绪识别","多选题","4.50","感激｜羡慕｜愉悦｜爱｜感动｜困惑｜愤怒｜厌恶｜悲伤｜敌意","愉悦｜爱｜感动","5｜4｜2","感激｜爱｜愉悦","4｜4｜5","否","已作答","66.67","66.67","66.67","3.00","29.75","12"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","10","ITEM-00011","25","图像","情绪识别","单选题","3.50","希望｜愉悦｜平静｜怀旧｜担忧｜羡慕｜崇拜｜冷静｜烦躁｜惊讶","担忧","4","担忧","4","否","已作答","100.00","100.00","100.00","3.50","20.75","5"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","11","ITEM-00135","68","文本","情绪识别","多选题","4.50","蔑视｜惊喜｜不屑｜惊吓｜羡慕｜悲伤｜快乐｜紧张｜感激｜希望","惊吓｜蔑视｜不屑｜紧张","4｜5｜4｜4","不屑｜惊吓","5｜4","否","已作答","66.67","87.50","75.00","3.38","52.66","16"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","12","ITEM-00037","50","文本","情绪识别","单选题","3.50","轻松｜释然｜怨恨｜烦躁｜爱｜内疚｜羡慕｜担忧｜委屈｜蔑视","蔑视","5","蔑视","3","未填写","已作答","100.00","50.00","80.00","2.80","30.45","4"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","13","ITEM-00008","30","图像","情绪识别","单选题","3.50","失望｜轻松｜愉悦｜烦躁｜内疚｜委屈｜困惑｜厌倦｜遗憾｜担忧","内疚","4","困惑","3","否","已作答","0.00","0.00","0.00","0.00","24.25","3"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","14","ITEM-00004","62","视频","情绪推理","单选题","3.50","羡慕｜内疚｜爱｜嫉妒｜委屈｜敌意｜尴尬｜愤怒｜羞耻｜满足","尴尬","4","尴尬","3","否","已作答","100.00","75.00","90.00","3.15","31.66","5"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","15","ITEM-00057","23","音频","情绪识别","单选题","3.50","悲伤｜失望｜自满｜希望｜厌倦｜兴趣｜快乐｜惊喜｜烦躁｜崇拜","快乐","5","惊喜","5","否","已作答","0.00","0.00","0.00","0.00","33.73","4"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","16","ITEM-00144","118","文本","情绪推理","单选题","3.50","怨恨｜不屑｜震惊｜内疚｜满足｜尴尬｜担忧｜感激｜失望｜崇拜","不屑","4","失望","4","否","已作答","0.00","0.00","0.00","0.00","47.94","3"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","17","ITEM-00130","104","图像","情绪识别","多选题","4.50","愤怒｜痛苦｜快乐｜怀旧｜冷静｜抑郁｜惊讶｜震惊｜平静｜不屑","惊讶｜震惊","4｜4","愤怒｜震惊","5｜4","否","已作答","50.00","50.00","50.00","2.25","22.07","7"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","18","ITEM-00109","88","音频","情绪推理","多选题","4.50","兴趣｜怨恨｜愉悦｜厌倦｜抑郁｜担忧｜困惑｜蔑视｜厌恶｜焦虑","厌恶｜厌倦｜抑郁","2｜4｜4","厌倦｜困惑","3｜3","否","已作答","40.00","37.50","39.00","1.75","84.30","9"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","19","ITEM-00140","63","文本","情绪推理","多选题","4.50","遗憾｜绝望｜兴趣｜烦躁｜平静｜嫉妒｜爱｜兴奋｜愤怒｜惊喜","兴奋｜惊喜｜兴趣","4｜5｜3","惊喜｜兴奋","4｜4","否","已作答","80.00","87.50","83.00","3.73","24.81","7"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","20","ITEM-00131","115","图像","情绪识别","多选题","4.50","释然｜爱｜兴奋｜困惑｜羡慕｜厌恶｜审美欣赏｜紧张｜愉悦｜不屑","兴奋｜审美欣赏｜愉悦","2｜4｜5","兴奋｜愉悦","3｜4","否","已作答","80.00","75.00","78.00","3.51","26.09","10"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","21","ITEM-00088","81","视频","情绪识别","多选题","4.50","愤怒｜尴尬｜惊喜｜审美欣赏｜愉悦｜痛苦｜兴奋｜快乐｜悲伤｜爱","快乐｜爱｜愉悦","5｜4｜5","快乐｜惊喜｜兴奋｜爱","5｜5｜5｜5","否","已作答","57.14","43.75","51.79","2.33","61.55","15"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","22","ITEM-00078","89","图像","情绪推理","多选题","4.50","厌恶｜愁闷｜内疚｜担忧｜悲伤｜审美欣赏｜烦躁｜平静｜兴奋｜愤怒","愁闷｜悲伤","4｜5","内疚｜悲伤","4｜3","否","已作答","50.00","25.00","40.00","1.80","27.26","6"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","23","ITEM-00098","1","视频","情绪推理","多选题","4.50","希望｜渴望｜绝望｜嫉妒｜自豪｜愤怒｜好奇｜满足｜审美欣赏｜感激","自豪｜满足｜感激","5｜4｜3","感激｜自豪｜满足","4｜3｜4","否","已作答","100.00","75.00","90.00","4.05","65.14","10"
"ZJ2026081689796855","2026-08-16 11:37:09","57.47","24","ITEM-00080","65","视频","情绪推理","多选题","4.50","自满｜感动｜焦虑｜遗憾｜兴趣｜怀旧｜愉悦｜快乐｜希望｜兴奋","怀旧｜遗憾","5｜4","怀旧｜感动｜愉悦｜遗憾","5｜3｜3｜5","否","已作答","66.67","43.75","57.50","2.59","46.55","7"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","1","ITEM-00144","118","文本","情绪推理","单选题","3.50","兴趣｜敌意｜紧张｜失望｜痛苦｜抑郁｜尴尬｜冷静｜不屑｜焦虑","敌意","3","失望","4","否","已作答","0.00","0.00","0.00","0.00","32.44","2"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","2","ITEM-00047","90","图像","情绪识别","多选题","4.50","兴趣｜焦虑｜快乐｜惊喜｜怀旧｜嫉妒｜兴奋｜愉悦｜爱｜恐惧","兴奋","4","惊喜｜快乐｜愉悦","5｜5｜5","否","已作答","0.00","0.00","0.00","0.00","20.32","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","3","ITEM-00111","31","图像","情绪识别","单选题","3.50","厌倦｜敌意｜厌恶｜惊喜｜烦躁｜平静｜无奈｜轻松｜抑郁｜尴尬","平静","2","无奈","3","否","已作答","0.00","0.00","0.00","0.00","15.45","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","4","ITEM-00020","13","视频","情绪识别","单选题","3.50","失望｜厌恶｜感动｜困惑｜自满｜愉悦｜尴尬｜愤怒｜满足｜羡慕","自满","5","尴尬","3","否","已作答","0.00","0.00","0.00","0.00","38.60","4"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","5","ITEM-00124","22","音频","情绪识别","单选题","3.50","担忧｜怨恨｜释然｜轻松｜焦虑｜希望｜共情痛苦｜痛苦｜自满｜紧张","轻松","3","释然","3","否","已作答","0.00","0.00","0.00","0.00","31.09","2"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","6","ITEM-00040","53","文本","情绪识别","单选题","3.50","嫉妒｜恐惧｜轻松｜羞耻｜爱｜自豪｜渴望｜怨恨｜感激｜平静","怨恨","5","怨恨","5","否","已作答","100.00","100.00","100.00","3.50","11.79","4"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","7","ITEM-00078","89","图像","情绪推理","多选题","4.50","嫉妒｜蔑视｜自满｜不屑｜委屈｜快乐｜困惑｜悲伤｜内疚｜释然","委屈","5","内疚｜悲伤","4｜3","否","已作答","0.00","0.00","0.00","0.00","15.53","4"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","8","ITEM-00049","17","音频","情绪识别","单选题","3.50","愁闷｜愉悦｜敌意｜希望｜厌倦｜怨恨｜自满｜羞耻｜担忧｜尴尬","敌意","4","敌意","4","否","已作答","100.00","100.00","100.00","3.50","20.49","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","9","ITEM-00058","102","图像","情绪识别","多选题","4.50","兴趣｜蔑视｜愉悦｜厌倦｜困惑｜愤怒｜共情痛苦｜内疚｜恐惧｜感动","兴趣","4","感动｜愉悦","4｜4","否","已作答","0.00","0.00","0.00","0.00","15.20","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","10","ITEM-00150","86","视频","情绪推理","多选题","4.50","平静｜渴望｜释然｜惊喜｜好奇｜担忧｜绝望｜快乐｜不屑｜满足","渴望","2","满足｜快乐","4｜3","未填写","已作答","0.00","0.00","0.00","0.00","32.58","2"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","11","ITEM-00084","78","音频","情绪推理","多选题","4.50","惊喜｜敌意｜抑郁｜羞耻｜羡慕｜不屑｜共情痛苦｜烦躁｜感动｜担忧","烦躁","5","羞耻｜烦躁","4｜5","否","已作答","66.67","50.00","60.00","2.70","18.12","6"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","12","ITEM-00068","116","文本","情绪识别","多选题","4.50","自豪｜自满｜厌恶｜不屑｜焦虑｜内疚｜感动｜怨恨｜困惑｜兴趣","不屑","5","厌恶｜不屑","4｜4","否","已作答","66.67","37.50","55.00","2.47","13.53","4"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","13","ITEM-00083","73","视频","情绪识别","多选题","4.50","好奇｜释然｜爱｜快乐｜悲伤｜蔑视｜感激｜绝望｜冷静｜怀旧","爱","4","爱｜释然","5｜5","未填写","已作答","66.67","37.50","55.00","2.47","55.26","4"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","14","ITEM-00094","88","音频","情绪识别","多选题","4.50","惊讶｜蔑视｜痛苦｜渴望｜紧张｜不屑｜焦虑｜惊喜｜兴趣｜恐惧","兴趣｜渴望","4｜3","渴望｜兴趣","4｜5","否","已作答","100.00","75.00","90.00","4.05","47.84","6"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","15","ITEM-00007","29","图像","情绪识别","单选题","3.50","平静｜惊喜｜感激｜好奇｜委屈｜崇拜｜惊讶｜痛苦｜怨恨｜希望","痛苦","5","惊讶","3","否","已作答","0.00","0.00","0.00","0.00","15.14","5"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","16","ITEM-00080","65","视频","情绪推理","多选题","4.50","绝望｜焦虑｜感动｜烦躁｜愁闷｜愉悦｜遗憾｜怀旧｜惊讶｜困惑","遗憾","4","怀旧｜感动｜愉悦｜遗憾","5｜3｜3｜5","否","已作答","40.00","18.75","31.50","1.42","25.54","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","17","ITEM-00106","77","视频","情绪推理","单选题","3.50","共情痛苦｜烦躁｜自豪｜渴望｜悲伤｜困惑｜蔑视｜平静｜快乐｜兴趣","快乐","4","快乐","5","是","已作答","100.00","75.00","90.00","3.15","63.71","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","18","ITEM-00042","61","视频","情绪识别","多选题","4.50","好奇｜委屈｜遗憾｜释然｜愤怒｜悲伤｜快乐｜爱｜紧张｜内疚","委屈｜悲伤","4｜3","委屈｜悲伤","3｜3","未填写","已作答","100.00","87.50","95.00","4.28","46.43","3"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","19","ITEM-00077","79","音频","情绪识别","多选题","4.50","厌倦｜感激｜震惊｜快乐｜崇拜｜愁闷｜烦躁｜自豪｜怀旧｜满足","厌倦｜烦躁","5｜5","烦躁｜厌倦","4｜4","否","已作答","100.00","75.00","90.00","4.05","15.09","7"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","20","ITEM-00135","68","文本","情绪识别","多选题","4.50","困惑｜感激｜惊喜｜敌意｜爱｜烦躁｜惊吓｜怀旧｜不屑｜委屈","敌意｜烦躁","5｜4","不屑｜惊吓","5｜4","否","已作答","0.00","0.00","0.00","0.00","11.83","8"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","21","ITEM-00136","71","文本","情绪识别","多选题","4.50","共情痛苦｜平静｜厌恶｜蔑视｜恐惧｜焦虑｜委屈｜兴奋｜不屑｜震惊","恐惧｜焦虑｜委屈","5｜5｜5","委屈｜恐惧｜不屑","5｜4｜4","是","已作答","66.67","58.33","63.33","2.85","15.01","10"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","22","ITEM-00052","94","图像","情绪识别","多选题","4.50","委屈｜好奇｜惊喜｜嫉妒｜羡慕｜痛苦｜悲伤｜崇拜｜怀旧｜绝望","痛苦｜悲伤｜绝望","5｜3｜5","绝望｜痛苦｜委屈","5｜5｜4","否","已作答","66.67","66.67","66.67","3.00","13.52","8"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","23","ITEM-00110","59","文本","情绪推理","多选题","4.50","抑郁｜尴尬｜恐惧｜兴趣｜崇拜｜烦躁｜痛苦｜惊喜｜快乐｜平静","痛苦","5","痛苦｜抑郁","4｜4","否","已作答","66.67","37.50","55.00","2.47","31.32","4"
"ZJ20260816040C20EF","2026-08-16 11:37:06","42.62","24","ITEM-00105","2","音频","情绪推理","多选题","4.50","自豪｜爱｜怨恨｜满足｜内疚｜焦虑｜紧张｜敌意｜痛苦｜惊讶","焦虑｜紧张｜惊讶","3｜4｜5","焦虑｜紧张｜内疚","4｜5｜4","否","已作答","66.67","50.00","60.00","2.70","51.54","8"
